uniprot_accession,organism,organism_type,gh_family,has_usable_structure,n_structure_entries,structure_sources,best_structure_source,best_structure_id,best_structure_path,best_standardization_status
C7NT54,Halorhabdus utahensis (strain DSM 12940 / JCM 11049 / AX-2),archaea,GH11,True,1,modeller,modeller,C7NT54_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C7NT54_modeller_C7NT54_modeller.pdb,standardized
Q76BV3,Streptomyces thermoviolaceus,bacterial,GH10,True,1,modeller,modeller,Q76BV3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q76BV3_modeller_Q76BV3_modeller.pdb,standardized
Q9RMM5,Streptomyces thermocyaneoviolaceus,bacterial,GH10,True,1,modeller,modeller,Q9RMM5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9RMM5_modeller_Q9RMM5_modeller.pdb,standardized
C3RYK8,Streptomyces sp. S27,bacterial,GH10,True,1,modeller,modeller,C3RYK8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C3RYK8_modeller_C3RYK8_modeller.pdb,standardized
D7C6G6,Streptomyces bingchenggensis (strain BCW-1),bacterial,GH10,True,1,modeller,modeller,D7C6G6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D7C6G6_modeller_D7C6G6_modeller.pdb,standardized
Q8CJQ1,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),bacterial,GH10,True,1,modeller,modeller,Q8CJQ1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q8CJQ1_modeller_Q8CJQ1_modeller.pdb,standardized
Q9L8L8,[Caldibacillus] cellulovorans,bacterial,GH10,True,1,modeller,modeller,Q9L8L8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9L8L8_modeller_Q9L8L8_modeller.pdb,standardized
C6WS74,Actinosynnema mirum (strain ATCC 29888 / DSM 43827 / JCM 3225 / NBRC 14064 / NCIMB 13271 / NRRL B-12336 / IMRU 3971 / 101),bacterial,GH10,True,1,modeller,modeller,C6WS74_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C6WS74_modeller_C6WS74_modeller.pdb,standardized
Q8GMV6,Thermopolyspora flexuosa,bacterial,GH10,True,1,modeller,modeller,Q8GMV6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q8GMV6_modeller_Q8GMV6_modeller.pdb,standardized
D6Y5E0,Thermobispora bispora (strain ATCC 19993 / DSM 43833 / CBS 139.67 / JCM 10125 / KCTC 9307 / NBRC 14880 / R51),bacterial,GH10,True,1,modeller,modeller,D6Y5E0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D6Y5E0_modeller_D6Y5E0_modeller.pdb,standardized
C6FGW6,Bispora sp. MEY-1,fungal,GH11,True,1,modeller,modeller,C6FGW6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C6FGW6_modeller_C6FGW6_modeller.pdb,standardized
Q8VUT4,Pseudomonas sp. ND137,bacterial,GH11,True,1,modeller,modeller,Q8VUT4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q8VUT4_modeller_Q8VUT4_modeller.pdb,standardized
D7EZJ3,Streptomyces sp,bacterial,GH11,True,1,modeller,modeller,D7EZJ3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D7EZJ3_modeller_D7EZJ3_modeller.pdb,standardized
D7CCK0,Streptomyces bingchenggensis (strain BCW-1),bacterial,GH11,True,1,modeller,modeller,D7CCK0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D7CCK0_modeller_D7CCK0_modeller.pdb,standardized
B0ZSE5,Streptomyces sp. zxy19,bacterial,GH11,True,1,modeller,modeller,B0ZSE5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B0ZSE5_modeller_B0ZSE5_modeller.pdb,standardized
D2QMX0,Spirosoma linguale (strain ATCC 33905 / DSM 74 / LMG 10896 / Claus 1),bacterial,GH10,True,1,modeller,modeller,D2QMX0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2QMX0_modeller_D2QMX0_modeller.pdb,standardized
B6DQK6,Phaeosphaeria nodorum (Glume blotch fungus) (Parastagonospora nodorum),fungal,GH10,True,1,modeller,modeller,B6DQK6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B6DQK6_modeller_B6DQK6_modeller.pdb,standardized
Q2PGV8,Aureobasidium pullulans (Black yeast) (Pullularia pullulans),fungal,GH10,True,1,modeller,modeller,Q2PGV8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q2PGV8_modeller_Q2PGV8_modeller.pdb,standardized
A0LR95,Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B),bacterial,GH10,True,1,modeller,modeller,A0LR95_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A0LR95_modeller_A0LR95_modeller.pdb,standardized
E5A1T3,Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) (Blackleg fungus) (Phoma lingam),fungal,GH10,True,1,modeller,modeller,E5A1T3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E5A1T3_modeller_E5A1T3_modeller.pdb,standardized
Q3BMC2,Xanthomonas euvesicatoria pv. vesicatoria (strain 85-10) (Xanthomonas campestris pv. vesicatoria),bacterial,GH10,True,1,modeller,modeller,Q3BMC2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3BMC2_modeller_Q3BMC2_modeller.pdb,standardized
E0S2F5,Butyrivibrio proteoclasticus (strain ATCC 51982 / DSM 14932 / B316) (Clostridium proteoclasticum),bacterial,GH10,False,0,,,,,
Q49SA4,Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum),fungal,GH10,True,1,modeller,modeller,Q49SA4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q49SA4_modeller_Q49SA4_modeller.pdb,standardized
B2AV20,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina),fungal,GH10,True,1,modeller,modeller,B2AV20_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B2AV20_modeller_B2AV20_modeller.pdb,standardized
Q9Z485,Aeromonas caviae (Aeromonas punctata),bacterial,GH10,True,1,modeller,modeller,Q9Z485_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9Z485_modeller_Q9Z485_modeller.pdb,standardized
D1BXQ7,Xylanimonas cellulosilytica (strain DSM 15894 / JCM 12276 / CECT 5975 / KCTC 9989 / LMG 20990 / NBRC 107835 / XIL07),bacterial,GH10,True,1,modeller,modeller,D1BXQ7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1BXQ7_modeller_D1BXQ7_modeller.pdb,standardized
C9ZB10,Streptomyces scabiei (strain 87.22),bacterial,GH10,True,1,modeller,modeller,C9ZB10_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C9ZB10_modeller_C9ZB10_modeller.pdb,standardized
Q9RQB7,Xylanimonas pachnodae,bacterial,GH10,True,1,modeller,modeller,Q9RQB7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9RQB7_modeller_Q9RQB7_modeller.pdb,standardized
C7PW30,Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908),bacterial,GH10,True,1,modeller,modeller,C7PW30_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C7PW30_modeller_C7PW30_modeller.pdb,standardized
B1ZPQ7,Opitutus terrae (strain DSM 11246 / JCM 15787 / PB90-1),bacterial,GH10,True,1,modeller,modeller,B1ZPQ7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B1ZPQ7_modeller_B1ZPQ7_modeller.pdb,standardized
Q3YAW6,Cellulomonas fimi,bacterial,GH10,True,1,modeller,modeller,Q3YAW6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3YAW6_modeller_Q3YAW6_modeller.pdb,standardized
D9QF36,Brevundimonas subvibrioides (strain ATCC 15264 / DSM 4735 / LMG 14903 / NBRC 16000 / CB 81) (Caulobacter subvibrioides),bacterial,GH10,True,1,modeller,modeller,D9QF36_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D9QF36_modeller_D9QF36_modeller.pdb,standardized
Q31ND9,Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2),bacterial,GH10,True,1,modeller,modeller,Q31ND9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q31ND9_modeller_Q31ND9_modeller.pdb,standardized
E0XQQ0,uncultured Verrucomicrobiales bacterium HF0010_05E02,bacterial,GH10,True,1,modeller,modeller,E0XQQ0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E0XQQ0_modeller_E0XQQ0_modeller.pdb,standardized
C5BPK1,Teredinibacter turnerae (strain ATCC 39867 / T7901),bacterial,GH10,True,1,modeller,modeller,C5BPK1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C5BPK1_modeller_C5BPK1_modeller.pdb,standardized
Q21GI8,Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024),bacterial,GH10,True,1,modeller,modeller,Q21GI8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q21GI8_modeller_Q21GI8_modeller.pdb,standardized
B5YA84,Dictyoglomus thermophilum (strain ATCC 35947 / DSM 3960 / H-6-12),bacterial,GH10,True,1,modeller,modeller,B5YA84_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B5YA84_modeller_B5YA84_modeller.pdb,standardized
A4GG22,Paenibacillus sp. DG-22,bacterial,GH11,True,1,modeller,modeller,A4GG22_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A4GG22_modeller_A4GG22_modeller.pdb,standardized
Q7UM13,Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1),bacterial,GH10,True,1,modeller,modeller,Q7UM13_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q7UM13_modeller_Q7UM13_modeller.pdb,standardized
Q12603,Dictyoglomus thermophilum,bacterial,GH10,True,1,modeller,modeller,Q12603_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q12603_modeller_Q12603_modeller.pdb,standardized
C7Q352,Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908),bacterial,GH10,True,1,modeller,modeller,C7Q352_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C7Q352_modeller_C7Q352_modeller.pdb,standardized
P29417,Penicillium chrysogenum (Penicillium notatum),fungal,GH10,True,1,modeller,modeller,P29417_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P29417_modeller_P29417_modeller.pdb,standardized
B6HDC7,Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum),fungal,GH10,True,1,modeller,modeller,B6HDC7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B6HDC7_modeller_B6HDC7_modeller.pdb,standardized
B6F253,Penicillium chrysogenum (Penicillium notatum),fungal,GH10,True,1,modeller,modeller,B6F253_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B6F253_modeller_B6F253_modeller.pdb,standardized
Q6PRW6,Penicillium chrysogenum (Penicillium notatum),fungal,GH10,True,1,modeller,modeller,Q6PRW6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q6PRW6_modeller_Q6PRW6_modeller.pdb,standardized
W0HFK8,Rhizopus oryzae (Mucormycosis agent) (Rhizopus arrhizus var. delemar),fungal,GH10,True,1,modeller,modeller,W0HFK8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/W0HFK8_modeller_W0HFK8_modeller.pdb,standardized
D7NNK8,Anoxybacillus sp. E2(2009),bacterial,GH10,True,1,modeller,modeller,D7NNK8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D7NNK8_modeller_D7NNK8_modeller.pdb,standardized
C5BLA7,Teredinibacter turnerae (strain ATCC 39867 / T7901),bacterial,GH10,True,1,modeller,modeller,C5BLA7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C5BLA7_modeller_C5BLA7_modeller.pdb,standardized
B7K395,Rippkaea orientalis (strain PCC 8801 / RF-1) (Cyanothece sp. (strain PCC 8801)),bacterial,GH10,True,1,modeller,modeller,B7K395_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B7K395_modeller_B7K395_modeller.pdb,standardized
E7EF85,Penicillium oxalicum,fungal,GH11,True,1,modeller,modeller,E7EF85_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E7EF85_modeller_E7EF85_modeller.pdb,standardized
C5BQL3,Teredinibacter turnerae (strain ATCC 39867 / T7901),bacterial,GH10,True,1,modeller,modeller,C5BQL3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C5BQL3_modeller_C5BQL3_modeller.pdb,standardized
Q6U892,Cytobacillus firmus (Bacillus firmus),bacterial,GH10,True,1,modeller,modeller,Q6U892_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q6U892_modeller_Q6U892_modeller.pdb,standardized
P07528,Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans),bacterial,GH10,True,5,pdb,pdb,2UWF_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P07528_pdb_2UWF_A_Repair.pdb,standardized
D5UH90,Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134),bacterial,GH10,True,1,pdb,pdb,5M0K_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D5UH90_pdb_5M0K_A_Repair.pdb,standardized
A3DH97,Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Clostridium thermocellum),bacterial,GH10,True,1,modeller,modeller,A3DH97_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A3DH97_modeller_A3DH97_modeller.pdb,standardized
Q3ZM13,Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum),fungal,GH10,True,1,modeller,modeller,Q3ZM13_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q3ZM13_modeller_Q3ZM13_modeller.pdb,standardized
C5BKG0,Teredinibacter turnerae (strain ATCC 39867 / T7901),bacterial,GH10,True,1,modeller,modeller,C5BKG0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C5BKG0_modeller_C5BKG0_modeller.pdb,standardized
B0FXL9,Trichoderma pseudokoningii,fungal,GH10,True,1,modeller,modeller,B0FXL9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B0FXL9_modeller_B0FXL9_modeller.pdb,standardized
Q01176,Pyricularia grisea (Crabgrass-specific blast fungus) (Magnaporthe grisea),fungal,GH10,True,1,modeller,modeller,Q01176_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q01176_modeller_Q01176_modeller.pdb,standardized
Q8TGC1,Fusarium oxysporum (Fusarium vascular wilt),fungal,GH10,True,1,modeller,modeller,Q8TGC1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q8TGC1_modeller_Q8TGC1_modeller.pdb,standardized
Q8TFC1,Fusarium oxysporum (Fusarium vascular wilt),fungal,GH10,True,1,modeller,modeller,Q8TFC1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q8TFC1_modeller_Q8TFC1_modeller.pdb,standardized
Q8TGC2,Fusarium oxysporum (Fusarium vascular wilt),fungal,GH10,True,1,modeller,modeller,Q8TGC2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q8TGC2_modeller_Q8TGC2_modeller.pdb,standardized
O93976,Fusarium oxysporum f. sp. lycopersici,fungal,GH10,True,1,modeller,modeller,O93976_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/O93976_modeller_O93976_modeller.pdb,standardized
Q8TGC4,Fusarium oxysporum (Fusarium vascular wilt),fungal,GH10,True,1,modeller,modeller,Q8TGC4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q8TGC4_modeller_Q8TGC4_modeller.pdb,standardized
Q8TGC3,Fusarium oxysporum (Fusarium vascular wilt),fungal,GH10,True,1,modeller,modeller,Q8TGC3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q8TGC3_modeller_Q8TGC3_modeller.pdb,standardized
D1CC70,Thermobaculum terrenum (strain ATCC BAA-798 / CCMEE 7001 / YNP1),bacterial,GH10,True,1,modeller,modeller,D1CC70_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D1CC70_modeller_D1CC70_modeller.pdb,standardized
A9BJ30,Petrotoga mobilis (strain DSM 10674 / SJ95),bacterial,GH10,True,1,modeller,modeller,A9BJ30_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9BJ30_modeller_A9BJ30_modeller.pdb,standardized
A8F6C7,Pseudothermotoga lettingae (strain ATCC BAA-301 / DSM 14385 / NBRC 107922 / TMO) (Thermotoga lettingae),bacterial,GH10,True,1,modeller,modeller,A8F6C7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A8F6C7_modeller_A8F6C7_modeller.pdb,standardized
Q96TR7,Aureobasidium pullulans (Black yeast) (Pullularia pullulans),fungal,GH11,True,1,modeller,modeller,Q96TR7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q96TR7_modeller_Q96TR7_modeller.pdb,standardized
Q9UW17,Aureobasidium pullulans (Black yeast) (Pullularia pullulans),fungal,GH11,True,1,modeller,modeller,Q9UW17_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9UW17_modeller_Q9UW17_modeller.pdb,standardized
Q12562,Aureobasidium pullulans (Black yeast) (Pullularia pullulans),fungal,GH11,True,1,modeller,modeller,Q12562_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q12562_modeller_Q12562_modeller.pdb,standardized
C6XQH5,Hirschia baltica (strain ATCC 49814 / DSM 5838 / IFAM 1418),bacterial,GH10,True,1,modeller,modeller,C6XQH5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C6XQH5_modeller_C6XQH5_modeller.pdb,standardized
Q288H9,Flavobacterium sp. MSY2,bacterial,GH10,True,1,modeller,modeller,Q288H9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q288H9_modeller_Q288H9_modeller.pdb,standardized
A5FIE5,Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / JCM 8514 / BCRC 14874 / CCUG 350202 / NBRC 14942 / NCIMB 11054 / UW101) (Cytophaga johnsonae),bacterial,GH10,True,1,modeller,modeller,A5FIE5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5FIE5_modeller_A5FIE5_modeller.pdb,standardized
Q024A6,Solibacter usitatus (strain Ellin6076),bacterial,GH10,True,1,modeller,modeller,Q024A6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q024A6_modeller_Q024A6_modeller.pdb,standardized
Q9UV68,Neocallimastix patriciarum (Rumen fungus),fungal,GH11,True,3,pdb,pdb,3WP4_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9UV68_pdb_3WP4_A_Repair.pdb,standardized
Q59300,Cellvibrio mixtus,bacterial,GH11,True,1,modeller,modeller,Q59300_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q59300_modeller_Q59300_modeller.pdb,standardized
Q6GXE5,Cochliobolus carbonum (Maize leaf spot fungus) (Bipolaris zeicola),fungal,GH10,True,1,modeller,modeller,Q6GXE5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q6GXE5_modeller_Q6GXE5_modeller.pdb,standardized
E5AEE4,Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8) (Blackleg fungus) (Phoma lingam),fungal,GH10,True,1,modeller,modeller,E5AEE4_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E5AEE4_modeller_E5AEE4_modeller.pdb,standardized
Q02290,Neocallimastix patriciarum (Rumen fungus),fungal,GH10,True,1,modeller,modeller,Q02290_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q02290_modeller_Q02290_modeller.pdb,standardized
Q49SA1,Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum),fungal,GH10,True,1,modeller,modeller,Q49SA1_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q49SA1_modeller_Q49SA1_modeller.pdb,standardized
B5WY69,Colletotrichum graminicola (Maize anthracnose fungus) (Glomerella graminicola),fungal,GH10,True,1,modeller,modeller,B5WY69_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B5WY69_modeller_B5WY69_modeller.pdb,standardized
Q6VAY1,Acidomyces acidophilus,fungal,GH11,True,1,pdb,pdb,3M4F_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q6VAY1_pdb_3M4F_A_Repair.pdb,standardized
E4S9X6,Caldicellulosiruptor acetigenus (strain ATCC 700853 / DSM 12137 / I77R1B) (Caldicellulosiruptor kristjanssonii),bacterial,GH10,True,1,modeller,modeller,E4S9X6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4S9X6_modeller_E4S9X6_modeller.pdb,standardized
E4Q4B5,Caldicellulosiruptor owensensis (strain ATCC 700167 / DSM 13100 / OL),bacterial,GH10,True,1,modeller,modeller,E4Q4B5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4Q4B5_modeller_E4Q4B5_modeller.pdb,standardized
E4QEC9,Caldicellulosiruptor hydrothermalis (strain DSM 18901 / VKM B-2411 / 108),bacterial,GH10,True,1,modeller,modeller,E4QEC9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4QEC9_modeller_E4QEC9_modeller.pdb,standardized
E4Q2A7,Caldicellulosiruptor owensensis (strain ATCC 700167 / DSM 13100 / OL),bacterial,GH10,True,1,modeller,modeller,E4Q2A7_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4Q2A7_modeller_E4Q2A7_modeller.pdb,standardized
Q60041,Thermotoga neapolitana,bacterial,GH10,True,1,modeller,modeller,Q60041_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q60041_modeller_Q60041_modeller.pdb,standardized
B9K766,Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NBRC 107923 / NS-E),bacterial,GH10,True,1,modeller,modeller,B9K766_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B9K766_modeller_B9K766_modeller.pdb,standardized
B1ZMX2,Opitutus terrae (strain DSM 11246 / JCM 15787 / PB90-1),bacterial,GH11,True,1,modeller,modeller,B1ZMX2_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B1ZMX2_modeller_B1ZMX2_modeller.pdb,standardized
D5BHG0,Zunongwangia profunda (strain DSM 18752 / CCTCC AB 206139 / SM-A87) (Wangia profunda),bacterial,GH10,True,1,modeller,modeller,D5BHG0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D5BHG0_modeller_D5BHG0_modeller.pdb,standardized
E4T4Y6,Paludibacter propionicigenes (strain DSM 17365 / JCM 13257 / WB4),bacterial,GH10,True,1,modeller,modeller,E4T4Y6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4T4Y6_modeller_E4T4Y6_modeller.pdb,standardized
C6FX34,Streptomyces sp. TN119,bacterial,GH10,True,1,modeller,modeller,C6FX34_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C6FX34_modeller_C6FX34_modeller.pdb,standardized
C5BTG8,Teredinibacter turnerae (strain ATCC 39867 / T7901),bacterial,GH10,True,1,modeller,modeller,C5BTG8_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/C5BTG8_modeller_C5BTG8_modeller.pdb,standardized
Q7X2C9,Streptomyces tendae,bacterial,GH10,True,1,modeller,modeller,Q7X2C9_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q7X2C9_modeller_Q7X2C9_modeller.pdb,standardized
B3PIN0,Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa),bacterial,GH11,True,1,modeller,modeller,B3PIN0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/B3PIN0_modeller_B3PIN0_modeller.pdb,standardized
Q8VP72,Cellvibrio japonicus (Pseudomonas fluorescens subsp. cellulosa),bacterial,GH11,True,1,modeller,modeller,Q8VP72_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q8VP72_modeller_Q8VP72_modeller.pdb,standardized
Q7WVV0,Thermotoga maritima,bacterial,GH10,True,1,modeller,modeller,Q7WVV0_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q7WVV0_modeller_Q7WVV0_modeller.pdb,standardized
Q7WUM6,Thermotoga maritima,bacterial,GH10,True,1,modeller,modeller,Q7WUM6_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q7WUM6_modeller_Q7WUM6_modeller.pdb,standardized
Q9WXS5,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8),bacterial,GH10,True,2,pdb,pdb,1VBR_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q9WXS5_pdb_1VBR_A_Repair.pdb,standardized
A5IL00,Thermotoga petrophila (strain ATCC BAA-488 / DSM 13995 / JCM 10881 / RKU-1),bacterial,GH10,True,2,pdb,pdb,3NIY_A_Repair,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5IL00_pdb_3NIY_A_Repair.pdb,standardized
D2C759,Thermotoga petrophila (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10) (Thermotoga naphthophila),bacterial,GH10,True,1,modeller,modeller,D2C759_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/D2C759_modeller_D2C759_modeller.pdb,standardized
Q2I6W5,Paenibacillus campinasensis,bacterial,GH11,True,1,modeller,modeller,Q2I6W5_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/Q2I6W5_modeller_Q2I6W5_modeller.pdb,standardized
P23551,Butyrivibrio fibrisolvens,bacterial,GH10,True,1,modeller,modeller,P23551_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/P23551_modeller_P23551_modeller.pdb,standardized
E4SHI3,Caldicellulosiruptor kronotskyensis (strain DSM 18902 / VKM B-2412 / 2002),bacterial,GH10,True,1,modeller,modeller,E4SHI3_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/E4SHI3_modeller_E4SHI3_modeller.pdb,standardized
A6WB34,Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216),bacterial,GH10,True,1,modeller,modeller,A6WB34_modeller,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6WB34_modeller_A6WB34_modeller.pdb,standardized
