uniprot_accession,organism,organism_type,gh_family,structure_source,structure_id,structure_path,template_code,template_identity,template_coverage,foldx_wt_total_energy,foldx_energy_per_residue,structure_exists,standardized_structure_path,standardization_status,structure_source_normalized,structure_source_priority,usable_structure_path,usable_structure_exists,usable_structure_status,structure_manifest_row_id,structure_file_format,n_atom_records,n_hetatm_records,n_model_records,stage3_standardized_structure_path,stage3_standardization_status,stage3_copy_mode,stage3_copy_operation,stage3_standardization_error
A4XHD0,Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331),bacterial,GH10,modeller,A4XHD0_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A4XHD0/A4XHD0_modeller.pdb,1CLX,0.1487,0.8907,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A4XHD0_modeller_A4XHD0_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A4XHD0_modeller_A4XHD0_modeller.pdb,True,available,structure_000282,pdb,5569,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A4XHD0_modeller_A4XHD0_modeller.pdb,standardized_available,copy,skipped_existing,
A4XM47,Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331),bacterial,GH10,modeller,A4XM47_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A4XM47/A4XM47_modeller.pdb,1N82,0.2145,0.9426,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A4XM47_modeller_A4XM47_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A4XM47_modeller_A4XM47_modeller.pdb,True,available,structure_000283,pdb,2568,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A4XM47_modeller_A4XM47_modeller.pdb,standardized_available,copy,skipped_existing,
A4XM50,Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331),bacterial,GH10,modeller,A4XM50_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A4XM50/A4XM50_modeller.pdb,5Y3X,0.7953,1.0,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A4XM50_modeller_A4XM50_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A4XM50_modeller_A4XM50_modeller.pdb,True,available,structure_000284,pdb,2820,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A4XM50_modeller_A4XM50_modeller.pdb,standardized_available,copy,skipped_existing,
A4XM52,Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331),bacterial,GH10,modeller,A4XM52_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A4XM52/A4XM52_modeller.pdb,1CLX,0.1593,0.8729,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A4XM52_modeller_A4XM52_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A4XM52_modeller_A4XM52_modeller.pdb,True,available,structure_000285,pdb,5725,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A4XM52_modeller_A4XM52_modeller.pdb,standardized_available,copy,skipped_existing,
A5CM25,Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382),bacterial,GH10,modeller,A5CM25_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A5CM25/A5CM25_modeller.pdb,5M0K,0.2155,0.9116,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5CM25_modeller_A5CM25_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5CM25_modeller_A5CM25_modeller.pdb,True,available,structure_000286,pdb,4099,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A5CM25_modeller_A5CM25_modeller.pdb,standardized_available,copy,skipped_existing,
A5CRL6,Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382),bacterial,GH10,modeller,A5CRL6_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A5CRL6/A5CRL6_modeller.pdb,2F8Q,0.2274,0.9397,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5CRL6_modeller_A5CRL6_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5CRL6_modeller_A5CRL6_modeller.pdb,True,available,structure_000287,pdb,3308,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A5CRL6_modeller_A5CRL6_modeller.pdb,standardized_available,copy,skipped_existing,
A5CRL7,Clavibacter michiganensis subsp. michiganensis (strain NCPPB 382),bacterial,GH10,modeller,A5CRL7_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A5CRL7/A5CRL7_modeller.pdb,1CLX,0.1114,0.9133,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5CRL7_modeller_A5CRL7_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5CRL7_modeller_A5CRL7_modeller.pdb,True,available,structure_000288,pdb,5037,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A5CRL7_modeller_A5CRL7_modeller.pdb,standardized_available,copy,skipped_existing,
A5FD49,Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / JCM 8514 / BCRC 14874 / CCUG 350202 / NBRC 14942 / NCIMB 11054 / UW101) (Cytophaga johnsonae),bacterial,GH10,modeller,A5FD49_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A5FD49/A5FD49_modeller.pdb,5XZO,0.1566,0.9158,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5FD49_modeller_A5FD49_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5FD49_modeller_A5FD49_modeller.pdb,True,available,structure_000289,pdb,3645,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A5FD49_modeller_A5FD49_modeller.pdb,standardized_available,copy,skipped_existing,
A5FI54,Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / JCM 8514 / BCRC 14874 / CCUG 350202 / NBRC 14942 / NCIMB 11054 / UW101) (Cytophaga johnsonae),bacterial,GH10,modeller,A5FI54_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A5FI54/A5FI54_modeller.pdb,3NIY,0.2802,0.9533,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5FI54_modeller_A5FI54_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5FI54_modeller_A5FI54_modeller.pdb,True,available,structure_000290,pdb,2920,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A5FI54_modeller_A5FI54_modeller.pdb,standardized_available,copy,skipped_existing,
A5FIE5,Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / JCM 8514 / BCRC 14874 / CCUG 350202 / NBRC 14942 / NCIMB 11054 / UW101) (Cytophaga johnsonae),bacterial,GH10,modeller,A5FIE5_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A5FIE5/A5FIE5_modeller.pdb,1UQY,0.4182,0.9736,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5FIE5_modeller_A5FIE5_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5FIE5_modeller_A5FIE5_modeller.pdb,True,available,structure_000291,pdb,2980,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A5FIE5_modeller_A5FIE5_modeller.pdb,standardized_available,copy,skipped_existing,
A5H0S3,Bacillus licheniformis,bacterial,GH11,modeller,A5H0S3_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A5H0S3/A5H0S3_modeller.pdb,1BCX,0.9061,1.0,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5H0S3_modeller_A5H0S3_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5H0S3_modeller_A5H0S3_modeller.pdb,True,available,structure_000596,pdb,1661,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A5H0S3_modeller_A5H0S3_modeller.pdb,standardized_available,copy,skipped_existing,
A5IL09,Thermotoga petrophila (strain ATCC BAA-488 / DSM 13995 / JCM 10881 / RKU-1),bacterial,GH10,modeller,A5IL09_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A5IL09/A5IL09_modeller.pdb,1I82,0.9811,1.0,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5IL09_modeller_A5IL09_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A5IL09_modeller_A5IL09_modeller.pdb,True,available,structure_000292,pdb,8453,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A5IL09_modeller_A5IL09_modeller.pdb,standardized_available,copy,skipped_existing,
A6N2L8,Aspergillus usamii (Aspergillus shirousami),fungal,GH11,modeller,A6N2L8_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A6N2L8/A6N2L8_modeller.pdb,1T6G,0.7536,0.872,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6N2L8_modeller_A6N2L8_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6N2L8_modeller_A6N2L8_modeller.pdb,True,available,structure_000764,pdb,1415,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A6N2L8_modeller_A6N2L8_modeller.pdb,standardized_available,copy,skipped_existing,
A6N2L9,Aspergillus usamii (Aspergillus shirousami),fungal,GH11,modeller,A6N2L9_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A6N2L9/A6N2L9_modeller.pdb,1T6G,0.7488,0.872,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6N2L9_modeller_A6N2L9_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6N2L9_modeller_A6N2L9_modeller.pdb,True,available,structure_000765,pdb,1420,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A6N2L9_modeller_A6N2L9_modeller.pdb,standardized_available,copy,skipped_existing,
A6N2M0,Aspergillus usamii (Aspergillus shirousami),fungal,GH11,modeller,A6N2M0_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A6N2M0/A6N2M0_modeller.pdb,1T6G,0.7441,0.872,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6N2M0_modeller_A6N2M0_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6N2M0_modeller_A6N2M0_modeller.pdb,True,available,structure_000766,pdb,1425,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A6N2M0_modeller_A6N2M0_modeller.pdb,standardized_available,copy,skipped_existing,
A6N2M1,Aspergillus usamii (Aspergillus shirousami),fungal,GH11,modeller,A6N2M1_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A6N2M1/A6N2M1_modeller.pdb,1T6G,0.7393,0.872,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6N2M1_modeller_A6N2M1_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6N2M1_modeller_A6N2M1_modeller.pdb,True,available,structure_000767,pdb,1430,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A6N2M1_modeller_A6N2M1_modeller.pdb,standardized_available,copy,skipped_existing,
A6N2M2,Aspergillus usamii (Aspergillus shirousami),fungal,GH11,modeller,A6N2M2_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A6N2M2/A6N2M2_modeller.pdb,1T6G,0.7346,0.872,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6N2M2_modeller_A6N2M2_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6N2M2_modeller_A6N2M2_modeller.pdb,True,available,structure_000768,pdb,1434,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A6N2M2_modeller_A6N2M2_modeller.pdb,standardized_available,copy,skipped_existing,
A6W5F0,Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216),bacterial,GH10,modeller,A6W5F0_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A6W5F0/A6W5F0_modeller.pdb,1VBR,0.2915,0.8719,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6W5F0_modeller_A6W5F0_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6W5F0_modeller_A6W5F0_modeller.pdb,True,available,structure_000293,pdb,3147,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A6W5F0_modeller_A6W5F0_modeller.pdb,standardized_available,copy,skipped_existing,
A6W6W7,Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216),bacterial,GH10,modeller,A6W6W7_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A6W6W7/A6W6W7_modeller.pdb,4W8L,0.1828,0.8398,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6W6W7_modeller_A6W6W7_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6W6W7_modeller_A6W6W7_modeller.pdb,True,available,structure_000294,pdb,6838,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A6W6W7_modeller_A6W6W7_modeller.pdb,standardized_available,copy,skipped_existing,
A6WB34,Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216),bacterial,GH10,modeller,A6WB34_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A6WB34/A6WB34_modeller.pdb,1NQ6,0.2699,0.9914,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6WB34_modeller_A6WB34_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6WB34_modeller_A6WB34_modeller.pdb,True,available,structure_000295,pdb,3557,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A6WB34_modeller_A6WB34_modeller.pdb,standardized_available,copy,skipped_existing,
A6XB98,Sorangium cellulosum (Polyangium cellulosum),bacterial,GH10,modeller,A6XB98_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A6XB98/A6XB98_modeller.pdb,2F8Q,0.1444,0.9827,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6XB98_modeller_A6XB98_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6XB98_modeller_A6XB98_modeller.pdb,True,available,structure_000296,pdb,2986,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A6XB98_modeller_A6XB98_modeller.pdb,standardized_available,copy,skipped_existing,
A6YAP7,Leucoagaricus gongylophorus (Leaf-cutting ant fungus),fungal,GH11,modeller,A6YAP7_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A6YAP7/A6YAP7_modeller.pdb,1YNA,0.5363,0.9615,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6YAP7_modeller_A6YAP7_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A6YAP7_modeller_A6YAP7_modeller.pdb,True,available,structure_000769,pdb,1781,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A6YAP7_modeller_A6YAP7_modeller.pdb,standardized_available,copy,skipped_existing,
A7TVD4,Streptomyces fradiae (Streptomyces roseoflavus),bacterial,GH10,modeller,A7TVD4_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A7TVD4/A7TVD4_modeller.pdb,1ISV,0.7322,0.9121,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A7TVD4_modeller_A7TVD4_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A7TVD4_modeller_A7TVD4_modeller.pdb,True,available,structure_000257,pdb,3601,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A7TVD4_modeller_A7TVD4_modeller.pdb,standardized_available,copy,skipped_existing,
A7UG54,Fibrobacter succinogenes (strain ATCC 19169 / S85),bacterial,GH10,modeller,A7UG54_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A7UG54/A7UG54_modeller.pdb,1CLX,0.1129,0.8985,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A7UG54_modeller_A7UG54_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A7UG54_modeller_A7UG54_modeller.pdb,True,available,structure_000297,pdb,4448,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A7UG54_modeller_A7UG54_modeller.pdb,standardized_available,copy,skipped_existing,
A7Z9N2,Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum),bacterial,GH11,modeller,A7Z9N2_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A7Z9N2/A7Z9N2_modeller.pdb,1BCX,0.939,1.0,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A7Z9N2_modeller_A7Z9N2_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A7Z9N2_modeller_A7Z9N2_modeller.pdb,True,available,structure_000597,pdb,1649,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A7Z9N2_modeller_A7Z9N2_modeller.pdb,standardized_available,copy,skipped_existing,
A8F6C7,Pseudothermotoga lettingae (strain ATCC BAA-301 / DSM 14385 / NBRC 107922 / TMO) (Thermotoga lettingae),bacterial,GH10,modeller,A8F6C7_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A8F6C7/A8F6C7_modeller.pdb,1HIZ,0.1341,0.9024,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A8F6C7_modeller_A8F6C7_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A8F6C7_modeller_A8F6C7_modeller.pdb,True,available,structure_000298,pdb,3674,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A8F6C7_modeller_A8F6C7_modeller.pdb,standardized_available,copy,skipped_existing,
A8FDC5,Bacillus pumilus (strain SAFR-032),bacterial,GH10,modeller,A8FDC5_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A8FDC5/A8FDC5_modeller.pdb,1HIZ,0.1601,0.9951,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A8FDC5_modeller_A8FDC5_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A8FDC5_modeller_A8FDC5_modeller.pdb,True,available,structure_000299,pdb,3406,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A8FDC5_modeller_A8FDC5_modeller.pdb,standardized_available,copy,skipped_existing,
A8FE31,Bacillus pumilus (strain SAFR-032),bacterial,GH11,modeller,A8FE31_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A8FE31/A8FE31_modeller.pdb,1IGO,0.6776,0.8991,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A8FE31_modeller_A8FE31_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A8FE31_modeller_A8FE31_modeller.pdb,True,available,structure_000598,pdb,1815,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A8FE31_modeller_A8FE31_modeller.pdb,standardized_available,copy,skipped_existing,
A8TGA1,Neocallimastix patriciarum (Rumen fungus),fungal,GH11,modeller,A8TGA1_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A8TGA1/A8TGA1_modeller.pdb,5EJ3,0.2119,1.0,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A8TGA1_modeller_A8TGA1_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A8TGA1_modeller_A8TGA1_modeller.pdb,True,available,structure_000255,pdb,2539,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A8TGA1_modeller_A8TGA1_modeller.pdb,standardized_available,copy,skipped_existing,
A9B286,Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785 / 114-95),bacterial,GH10,modeller,A9B286_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A9B286/A9B286_modeller.pdb,1EXG,0.2118,0.7707,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9B286_modeller_A9B286_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9B286_modeller_A9B286_modeller.pdb,True,available,structure_000300,pdb,4837,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A9B286_modeller_A9B286_modeller.pdb,standardized_available,copy,skipped_existing,
A9BJ30,Petrotoga mobilis (strain DSM 10674 / SJ95),bacterial,GH10,modeller,A9BJ30_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A9BJ30/A9BJ30_modeller.pdb,1I82,0.5345,0.983,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9BJ30_modeller_A9BJ30_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9BJ30_modeller_A9BJ30_modeller.pdb,True,available,structure_000301,pdb,8415,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A9BJ30_modeller_A9BJ30_modeller.pdb,standardized_available,copy,skipped_existing,
A9EQP3,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH11,modeller,A9EQP3_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A9EQP3/A9EQP3_modeller.pdb,2DCJ,0.0973,0.8613,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9EQP3_modeller_A9EQP3_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9EQP3_modeller_A9EQP3_modeller.pdb,True,available,structure_000599,pdb,2924,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A9EQP3_modeller_A9EQP3_modeller.pdb,standardized_available,copy,skipped_existing,
A9ER43,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH10,modeller,A9ER43_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A9ER43/A9ER43_modeller.pdb,2F8Q,0.1494,0.9827,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9ER43_modeller_A9ER43_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9ER43_modeller_A9ER43_modeller.pdb,True,available,structure_000302,pdb,2959,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A9ER43_modeller_A9ER43_modeller.pdb,standardized_available,copy,skipped_existing,
A9EUR0,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH11,modeller,A9EUR0_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A9EUR0/A9EUR0_modeller.pdb,5EJ3,0.1627,0.994,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9EUR0_modeller_A9EUR0_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9EUR0_modeller_A9EUR0_modeller.pdb,True,available,structure_000600,pdb,2386,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A9EUR0_modeller_A9EUR0_modeller.pdb,standardized_available,copy,skipped_existing,
A9F9G9,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH10,modeller,A9F9G9_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A9F9G9/A9F9G9_modeller.pdb,1B30,0.2086,0.904,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9F9G9_modeller_A9F9G9_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9F9G9_modeller_A9F9G9_modeller.pdb,True,available,structure_000303,pdb,2166,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A9F9G9_modeller_A9F9G9_modeller.pdb,standardized_available,copy,skipped_existing,
A9F9J8,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH10,modeller,A9F9J8_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A9F9J8/A9F9J8_modeller.pdb,5XZO,0.1427,0.9481,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9F9J8_modeller_A9F9J8_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9F9J8_modeller_A9F9J8_modeller.pdb,True,available,structure_000304,pdb,3036,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A9F9J8_modeller_A9F9J8_modeller.pdb,standardized_available,copy,skipped_existing,
A9FW62,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH10,modeller,A9FW62_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A9FW62/A9FW62_modeller.pdb,5XZO,0.216,0.9443,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9FW62_modeller_A9FW62_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9FW62_modeller_A9FW62_modeller.pdb,True,available,structure_000305,pdb,3261,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A9FW62_modeller_A9FW62_modeller.pdb,standardized_available,copy,skipped_existing,
A9G323,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),bacterial,GH11,modeller,A9G323_modeller,/home/ubuntu/xylanase-thesis/data/structures/modeller/A9G323/A9G323_modeller.pdb,5EJ3,0.111,0.8354,,,True,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9G323_modeller_A9G323_modeller.pdb,standardized,modeller,4,/home/ubuntu/xylanase-thesis/data/structures/combined_standardized/A9G323_modeller_A9G323_modeller.pdb,True,available,structure_000601,pdb,2895,0,0,/home/ubuntu/xylanase-thesis/data/structures/frozen_thesis_standardized/A9G323_modeller_A9G323_modeller.pdb,standardized_available,copy,skipped_existing,
