uniprot_accession,organism_type,gh_family,organism,structure_source,pdb_id,structure_file
I3VTR8,bacterial,GH11,Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485),pdb,8YYO,data/structures/pdb/8YYO.pdb
K0J0N5,bacterial,GH11,Amphibacillus xylanus (strain ATCC 51415 / DSM 6626 / JCM 7361 / LMG 17667 / NBRC 15112 / Ep01),pdb,5YLH,data/structures/pdb/5YLH.pdb
K0J0N5,bacterial,GH11,Amphibacillus xylanus (strain ATCC 51415 / DSM 6626 / JCM 7361 / LMG 17667 / NBRC 15112 / Ep01),pdb,5YLI,data/structures/pdb/5YLI.pdb
K0J0N5,bacterial,GH11,Amphibacillus xylanus (strain ATCC 51415 / DSM 6626 / JCM 7361 / LMG 17667 / NBRC 15112 / Ep01),pdb,5YLK,data/structures/pdb/5YLK.pdb
K0J0N5,bacterial,GH11,Amphibacillus xylanus (strain ATCC 51415 / DSM 6626 / JCM 7361 / LMG 17667 / NBRC 15112 / Ep01),pdb,5YLL,data/structures/pdb/5YLL.pdb
K0J0N5,bacterial,GH11,Amphibacillus xylanus (strain ATCC 51415 / DSM 6626 / JCM 7361 / LMG 17667 / NBRC 15112 / Ep01),pdb,5Z4T,data/structures/pdb/5Z4T.pdb
O52780,bacterial,GH11,Acetivibrio thermocellus (Hungateiclostridium thermocellum) (Clostridium thermocellum),pdb,1GMM,data/structures/pdb/1GMM.pdb
O52780,bacterial,GH11,Acetivibrio thermocellus (Hungateiclostridium thermocellum) (Clostridium thermocellum),pdb,1UXX,data/structures/pdb/1UXX.pdb
O87119,bacterial,GH11,Acetivibrio thermocellus (Hungateiclostridium thermocellum) (Clostridium thermocellum),pdb,2C71,data/structures/pdb/2C71.pdb
O87119,bacterial,GH11,Acetivibrio thermocellus (Hungateiclostridium thermocellum) (Clostridium thermocellum),pdb,2C79,data/structures/pdb/2C79.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,1BCX,data/structures/pdb/1BCX.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,1BVV,data/structures/pdb/1BVV.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,1C5H,data/structures/pdb/1C5H.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,1C5I,data/structures/pdb/1C5I.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,1HV0,data/structures/pdb/1HV0.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,1HV1,data/structures/pdb/1HV1.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,1XNB,data/structures/pdb/1XNB.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,1XNC,data/structures/pdb/1XNC.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,2BVV,data/structures/pdb/2BVV.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,3LB9,data/structures/pdb/3LB9.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,3VZJ,data/structures/pdb/3VZJ.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,3VZK,data/structures/pdb/3VZK.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,3VZL,data/structures/pdb/3VZL.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,3VZM,data/structures/pdb/3VZM.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,3VZN,data/structures/pdb/3VZN.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,3VZO,data/structures/pdb/3VZO.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,7VUG,data/structures/pdb/7VUG.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,7VUH,data/structures/pdb/7VUH.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,7VUI,data/structures/pdb/7VUI.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,7VUJ,data/structures/pdb/7VUJ.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,7XN9,data/structures/pdb/7XN9.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,7XNA,data/structures/pdb/7XNA.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,8QXY,data/structures/pdb/8QXY.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,8QXZ,data/structures/pdb/8QXZ.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,8QY0,data/structures/pdb/8QY0.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,8QY1,data/structures/pdb/8QY1.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,8QY2,data/structures/pdb/8QY2.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,8QY3,data/structures/pdb/8QY3.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,8R85,data/structures/pdb/8R85.pdb
P09850,bacterial,GH11,Niallia circulans (Bacillus circulans),pdb,8R86,data/structures/pdb/8R86.pdb
P18429,bacterial,GH11,Bacillus subtilis (strain 168),pdb,1AXK,data/structures/pdb/1AXK.pdb
P18429,bacterial,GH11,Bacillus subtilis (strain 168),pdb,1XXN,data/structures/pdb/1XXN.pdb
P18429,bacterial,GH11,Bacillus subtilis (strain 168),pdb,2B42,data/structures/pdb/2B42.pdb
P18429,bacterial,GH11,Bacillus subtilis (strain 168),pdb,2B45,data/structures/pdb/2B45.pdb
P18429,bacterial,GH11,Bacillus subtilis (strain 168),pdb,2B46,data/structures/pdb/2B46.pdb
P18429,bacterial,GH11,Bacillus subtilis (strain 168),pdb,2DCY,data/structures/pdb/2DCY.pdb
P18429,bacterial,GH11,Bacillus subtilis (strain 168),pdb,2DCZ,data/structures/pdb/2DCZ.pdb
P18429,bacterial,GH11,Bacillus subtilis (strain 168),pdb,2QZ3,data/structures/pdb/2QZ3.pdb
P18429,bacterial,GH11,Bacillus subtilis (strain 168),pdb,2Z79,data/structures/pdb/2Z79.pdb
P18429,bacterial,GH11,Bacillus subtilis (strain 168),pdb,3EXU,data/structures/pdb/3EXU.pdb
P18429,bacterial,GH11,Bacillus subtilis (strain 168),pdb,3HD8,data/structures/pdb/3HD8.pdb
P18429,bacterial,GH11,Bacillus subtilis (strain 168),pdb,5K9Y,data/structures/pdb/5K9Y.pdb
P18429,bacterial,GH11,Bacillus subtilis (strain 168),pdb,5TVV,data/structures/pdb/5TVV.pdb
P18429,bacterial,GH11,Bacillus subtilis (strain 168),pdb,5TVY,data/structures/pdb/5TVY.pdb
P18429,bacterial,GH11,Bacillus subtilis (strain 168),pdb,5TZO,data/structures/pdb/5TZO.pdb
P26515,bacterial,GH11,Streptomyces lividans,pdb,5EJ3,data/structures/pdb/5EJ3.pdb
P54865,bacterial,GH11,Cellulomonas fimi,pdb,1E5B,data/structures/pdb/1E5B.pdb
P54865,bacterial,GH11,Cellulomonas fimi,pdb,1E5C,data/structures/pdb/1E5C.pdb
P54865,bacterial,GH11,Cellulomonas fimi,pdb,1HEH,data/structures/pdb/1HEH.pdb
P54865,bacterial,GH11,Cellulomonas fimi,pdb,1HEJ,data/structures/pdb/1HEJ.pdb
P54865,bacterial,GH11,Cellulomonas fimi,pdb,1XBD,data/structures/pdb/1XBD.pdb
P54865,bacterial,GH11,Cellulomonas fimi,pdb,2XBD,data/structures/pdb/2XBD.pdb
P77853,bacterial,GH11,Dictyoglomus thermophilum,pdb,1F5J,data/structures/pdb/1F5J.pdb
Q59962,bacterial,GH11,Streptomyces sp. S38,pdb,1HIX,data/structures/pdb/1HIX.pdb
Q5RZ98,bacterial,GH11,Thermobifida fusca (Thermomonospora fusca),pdb,3ZSE,data/structures/pdb/3ZSE.pdb
Q7SID8,bacterial,GH11,Bacillus subtilis,pdb,1IGO,data/structures/pdb/1IGO.pdb
Q7SIE2,bacterial,GH11,Salipaludibacillus agaradhaerens (Bacillus agaradhaerens),pdb,1H4H,data/structures/pdb/1H4H.pdb
Q7SIE3,bacterial,GH11,Salipaludibacillus agaradhaerens (Bacillus agaradhaerens),pdb,1H4G,data/structures/pdb/1H4G.pdb
Q7SIE3,bacterial,GH11,Salipaludibacillus agaradhaerens (Bacillus agaradhaerens),pdb,1QH6,data/structures/pdb/1QH6.pdb
Q7SIE3,bacterial,GH11,Salipaludibacillus agaradhaerens (Bacillus agaradhaerens),pdb,1QH7,data/structures/pdb/1QH7.pdb
Q7SIE3,bacterial,GH11,Salipaludibacillus agaradhaerens (Bacillus agaradhaerens),pdb,2F6B,data/structures/pdb/2F6B.pdb
Q7SIE3,bacterial,GH11,Salipaludibacillus agaradhaerens (Bacillus agaradhaerens),pdb,2NQY,data/structures/pdb/2NQY.pdb
Q8GJ44,bacterial,GH11,Thermoclostridium stercorarium (Clostridium stercorarium),pdb,1NAE,data/structures/pdb/1NAE.pdb
Q8GJ44,bacterial,GH11,Thermoclostridium stercorarium (Clostridium stercorarium),pdb,1O8P,data/structures/pdb/1O8P.pdb
Q8GJ44,bacterial,GH11,Thermoclostridium stercorarium (Clostridium stercorarium),pdb,1O8S,data/structures/pdb/1O8S.pdb
Q8GJ44,bacterial,GH11,Thermoclostridium stercorarium (Clostridium stercorarium),pdb,1OD3,data/structures/pdb/1OD3.pdb
Q8GJ44,bacterial,GH11,Thermoclostridium stercorarium (Clostridium stercorarium),pdb,1UY1,data/structures/pdb/1UY1.pdb
Q8GJ44,bacterial,GH11,Thermoclostridium stercorarium (Clostridium stercorarium),pdb,1UY2,data/structures/pdb/1UY2.pdb
Q8GJ44,bacterial,GH11,Thermoclostridium stercorarium (Clostridium stercorarium),pdb,1UY3,data/structures/pdb/1UY3.pdb
Q8GJ44,bacterial,GH11,Thermoclostridium stercorarium (Clostridium stercorarium),pdb,1UY4,data/structures/pdb/1UY4.pdb
Q8GMV7,bacterial,GH11,Thermopolyspora flexuosa,pdb,1M4W,data/structures/pdb/1M4W.pdb
Q8GMV7,bacterial,GH11,Thermopolyspora flexuosa,pdb,3B5L,data/structures/pdb/3B5L.pdb
Q8GMV7,bacterial,GH11,Thermopolyspora flexuosa,pdb,3MF6,data/structures/pdb/3MF6.pdb
Q8GMV7,bacterial,GH11,Thermopolyspora flexuosa,pdb,3MF9,data/structures/pdb/3MF9.pdb
Q8GMV7,bacterial,GH11,Thermopolyspora flexuosa,pdb,3MFA,data/structures/pdb/3MFA.pdb
Q8GMV7,bacterial,GH11,Thermopolyspora flexuosa,pdb,3MFC,data/structures/pdb/3MFC.pdb
Q9RC94,bacterial,GH11,Bacillus sp. 41M-1,pdb,2DCJ,data/structures/pdb/2DCJ.pdb
Q9RC94,bacterial,GH11,Bacillus sp. 41M-1,pdb,2DCK,data/structures/pdb/2DCK.pdb
Q9RC94,bacterial,GH11,Bacillus sp. 41M-1,pdb,6KJL,data/structures/pdb/6KJL.pdb
Q9RC94,bacterial,GH11,Bacillus sp. 41M-1,pdb,6KKA,data/structures/pdb/6KKA.pdb
A0A1L9WG58,fungal,GH10,Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094),pdb,6Q8M,data/structures/pdb/6Q8M.pdb
A0A1L9WG58,fungal,GH10,Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094),pdb,6Q8N,data/structures/pdb/6Q8N.pdb
A0A3G2WJY4,fungal,GH10,Thermoascus crustaceus,pdb,9VK4,data/structures/pdb/9VK4.pdb
A2QFV7,fungal,GH10,Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513),pdb,4XUY,data/structures/pdb/4XUY.pdb
B3A0S5,fungal,GH10,Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936) (Fusarium vascular wilt of tomato),pdb,3U7B,data/structures/pdb/3U7B.pdb
C3VEV9,fungal,GH10,Penicillium canescens,pdb,4F8X,data/structures/pdb/4F8X.pdb
D0QF43,fungal,GH10,Bispora sp. MEY-1,pdb,5XZO,data/structures/pdb/5XZO.pdb
D0QF43,fungal,GH10,Bispora sp. MEY-1,pdb,5XZU,data/structures/pdb/5XZU.pdb
G0RA32,fungal,GH10,Trichoderma reesei (strain QM6a) (Filamentous fungus) (Hypocrea jecorina),pdb,4XV0,data/structures/pdb/4XV0.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,1GOK,data/structures/pdb/1GOK.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,1GOM,data/structures/pdb/1GOM.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,1GOO,data/structures/pdb/1GOO.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,1GOQ,data/structures/pdb/1GOQ.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,1GOR,data/structures/pdb/1GOR.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,1I1W,data/structures/pdb/1I1W.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,1I1X,data/structures/pdb/1I1X.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,1K6A,data/structures/pdb/1K6A.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,1TUX,data/structures/pdb/1TUX.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,2BNJ,data/structures/pdb/2BNJ.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,3NYD,data/structures/pdb/3NYD.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,3O2L,data/structures/pdb/3O2L.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,4BS0,data/structures/pdb/4BS0.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,5RG4,data/structures/pdb/5RG4.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,5RG5,data/structures/pdb/5RG5.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,5RG6,data/structures/pdb/5RG6.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,5RG7,data/structures/pdb/5RG7.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,5RG8,data/structures/pdb/5RG8.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,5RG9,data/structures/pdb/5RG9.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,5RGA,data/structures/pdb/5RGA.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,5RGB,data/structures/pdb/5RGB.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,5RGC,data/structures/pdb/5RGC.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,5RGD,data/structures/pdb/5RGD.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,5RGE,data/structures/pdb/5RGE.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,5RGF,data/structures/pdb/5RGF.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,7K4P,data/structures/pdb/7K4P.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,7K4Q,data/structures/pdb/7K4Q.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,7K4R,data/structures/pdb/7K4R.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,7K4S,data/structures/pdb/7K4S.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,7K4T,data/structures/pdb/7K4T.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,7K4U,data/structures/pdb/7K4U.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,7K4V,data/structures/pdb/7K4V.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,7K4W,data/structures/pdb/7K4W.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,7K4X,data/structures/pdb/7K4X.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,7K4Y,data/structures/pdb/7K4Y.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,7K4Z,data/structures/pdb/7K4Z.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,8KH3,data/structures/pdb/8KH3.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,8RD5,data/structures/pdb/8RD5.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,8USE,data/structures/pdb/8USE.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,8USF,data/structures/pdb/8USF.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,8USG,data/structures/pdb/8USG.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,8USH,data/structures/pdb/8USH.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,8USI,data/structures/pdb/8USI.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,8USJ,data/structures/pdb/8USJ.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,8USK,data/structures/pdb/8USK.pdb
P23360,fungal,GH10,Thermoascus aurantiacus,pdb,8USL,data/structures/pdb/8USL.pdb
P56588,fungal,GH10,Penicillium simplicissimum (Spicaria simplicissima),pdb,1B30,data/structures/pdb/1B30.pdb
P56588,fungal,GH10,Penicillium simplicissimum (Spicaria simplicissima),pdb,1B31,data/structures/pdb/1B31.pdb
P56588,fungal,GH10,Penicillium simplicissimum (Spicaria simplicissima),pdb,1B3V,data/structures/pdb/1B3V.pdb
P56588,fungal,GH10,Penicillium simplicissimum (Spicaria simplicissima),pdb,1B3W,data/structures/pdb/1B3W.pdb
P56588,fungal,GH10,Penicillium simplicissimum (Spicaria simplicissima),pdb,1B3X,data/structures/pdb/1B3X.pdb
P56588,fungal,GH10,Penicillium simplicissimum (Spicaria simplicissima),pdb,1B3Y,data/structures/pdb/1B3Y.pdb
P56588,fungal,GH10,Penicillium simplicissimum (Spicaria simplicissima),pdb,1B3Z,data/structures/pdb/1B3Z.pdb
P56588,fungal,GH10,Penicillium simplicissimum (Spicaria simplicissima),pdb,1BG4,data/structures/pdb/1BG4.pdb
Q00177,fungal,GH10,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),pdb,1TA3,data/structures/pdb/1TA3.pdb
Q4WLG5,fungal,GH10,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),pdb,7WH6,data/structures/pdb/7WH6.pdb
Q4WLG5,fungal,GH10,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),pdb,7WH7,data/structures/pdb/7WH7.pdb
Q4WLG5,fungal,GH10,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),pdb,7WHA,data/structures/pdb/7WHA.pdb
Q4WLG5,fungal,GH10,Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata),pdb,7WHE,data/structures/pdb/7WHE.pdb
S7Q6I2,fungal,GH10,Gloeophyllum trabeum (strain ATCC 11539 / FP-39264 / Madison 617) (Brown rot fungus),pdb,4XX6,data/structures/pdb/4XX6.pdb
A0A2T4BZZ5,fungal,GH11,Trichoderma longibrachiatum ATCC 18648,pdb,8YJI,data/structures/pdb/8YJI.pdb
A0A2T4BZZ5,fungal,GH11,Trichoderma longibrachiatum ATCC 18648,pdb,8YJJ,data/structures/pdb/8YJJ.pdb
C7YSL3,fungal,GH11,Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi),pdb,6Y0H,data/structures/pdb/6Y0H.pdb
C7YSL3,fungal,GH11,Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi),pdb,7ZQ0,data/structures/pdb/7ZQ0.pdb
C7YSL3,fungal,GH11,Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi),pdb,8AF4,data/structures/pdb/8AF4.pdb
C7YSL3,fungal,GH11,Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi),pdb,8AF5,data/structures/pdb/8AF5.pdb
C7YSL3,fungal,GH11,Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4) (Fusarium solani subsp. pisi),pdb,8AF6,data/structures/pdb/8AF6.pdb
F8W669,fungal,GH11,Trichoderma longibrachiatum,pdb,2JIC,data/structures/pdb/2JIC.pdb
F8W669,fungal,GH11,Trichoderma longibrachiatum,pdb,3AKP,data/structures/pdb/3AKP.pdb
F8W669,fungal,GH11,Trichoderma longibrachiatum,pdb,3AKQ,data/structures/pdb/3AKQ.pdb
F8W669,fungal,GH11,Trichoderma longibrachiatum,pdb,3AKR,data/structures/pdb/3AKR.pdb
F8W669,fungal,GH11,Trichoderma longibrachiatum,pdb,3AKS,data/structures/pdb/3AKS.pdb
F8W669,fungal,GH11,Trichoderma longibrachiatum,pdb,3AKT,data/structures/pdb/3AKT.pdb
G0RUP7,fungal,GH11,Trichoderma reesei (strain QM6a) (Filamentous fungus) (Hypocrea jecorina),pdb,8KEU,data/structures/pdb/8KEU.pdb
O43097,fungal,GH11,Thermomyces lanuginosus (Thermophilic fungus) (Humicola lanuginosa),pdb,1YNA,data/structures/pdb/1YNA.pdb
P29127,fungal,GH11,Neocallimastix patriciarum (Rumen fungus),pdb,2C1F,data/structures/pdb/2C1F.pdb
P29127,fungal,GH11,Neocallimastix patriciarum (Rumen fungus),pdb,2VG9,data/structures/pdb/2VG9.pdb
P33557,fungal,GH11,Aspergillus kawachii (strain NBRC 4308) (White koji mold) (Aspergillus awamori var. kawachi),pdb,1BK1,data/structures/pdb/1BK1.pdb
P33557,fungal,GH11,Aspergillus kawachii (strain NBRC 4308) (White koji mold) (Aspergillus awamori var. kawachi),pdb,3RI8,data/structures/pdb/3RI8.pdb
P33557,fungal,GH11,Aspergillus kawachii (strain NBRC 4308) (White koji mold) (Aspergillus awamori var. kawachi),pdb,3RI9,data/structures/pdb/3RI9.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,1ENX,data/structures/pdb/1ENX.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,1RED,data/structures/pdb/1RED.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,1REE,data/structures/pdb/1REE.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,1REF,data/structures/pdb/1REF.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,1XYO,data/structures/pdb/1XYO.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,1XYP,data/structures/pdb/1XYP.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,2D97,data/structures/pdb/2D97.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,2D98,data/structures/pdb/2D98.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,2DFB,data/structures/pdb/2DFB.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,2DFC,data/structures/pdb/2DFC.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,3LGR,data/structures/pdb/3LGR.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,4HK8,data/structures/pdb/4HK8.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,4HK9,data/structures/pdb/4HK9.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,4HKL,data/structures/pdb/4HKL.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,4HKO,data/structures/pdb/4HKO.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,4HKW,data/structures/pdb/4HKW.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,4S2D,data/structures/pdb/4S2D.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,4S2F,data/structures/pdb/4S2F.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,4S2G,data/structures/pdb/4S2G.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,4S2H,data/structures/pdb/4S2H.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,4XPV,data/structures/pdb/4XPV.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,4XQ4,data/structures/pdb/4XQ4.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,4XQD,data/structures/pdb/4XQD.pdb
P36217,fungal,GH11,Trichoderma reesei (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / VTT-D-86271 / Rut C-30) (Hypocrea jecorina),pdb,4XQW,data/structures/pdb/4XQW.pdb
